"","BoardID","Date","Year","Resolution","Abundance","Date.decimal"
"1437","IA-15",2010-08-07,2010,"Weekly",9800,2010.59726027397
"1450","IA-15",2010-08-14,2010,"Weekly",2688,2010.61643835616
"1463","IA-15",2010-08-21,2010,"Weekly",1428,2010.63561643836
"1475","IA-15",2010-08-28,2010,"Weekly",555,2010.65479452055
"1487","IA-15",2010-09-04,2010,"Weekly",249,2010.67397260274
"1498","IA-15",2010-09-11,2010,"Weekly",237,2010.69315068493
"1507","IA-15",2010-09-18,2010,"Weekly",269,2010.71232876712
"1515","IA-15",2010-09-25,2010,"Weekly",259,2010.73150684932
"1522","IA-15",2010-10-02,2010,"Weekly",813,2010.75068493151
"1529","IA-15",2010-10-09,2010,"Weekly",437,2010.7698630137
"1657","IA-15",2011-06-18,2011,"Weekly",0,2011.4602739726
"1674","IA-15",2011-06-25,2011,"Weekly",334,2011.47945205479
"1692","IA-15",2011-07-02,2011,"Weekly",1263,2011.49863013699
"1709","IA-15",2011-07-09,2011,"Weekly",816,2011.51780821918
"1729","IA-15",2011-07-16,2011,"Weekly",484,2011.53698630137
"1748","IA-15",2011-07-23,2011,"Weekly",445,2011.55616438356
"1768","IA-15",2011-07-30,2011,"Weekly",350,2011.57534246575
"1787","IA-15",2011-08-06,2011,"Weekly",200,2011.59452054795
"1806","IA-15",2011-08-13,2011,"Weekly",97,2011.61369863014
"1821","IA-15",2011-08-20,2011,"Weekly",94,2011.63287671233
"1839","IA-15",2011-08-27,2011,"Weekly",110,2011.65205479452
"1856","IA-15",2011-09-03,2011,"Weekly",11,2011.67123287671
"1868","IA-15",2011-09-10,2011,"Weekly",52,2011.6904109589
"1883","IA-15",2011-09-17,2011,"Weekly",0,2011.7095890411
"1898","IA-15",2011-09-24,2011,"Weekly",77,2011.72876712329
"1911","IA-15",2011-10-01,2011,"Weekly",322,2011.74794520548
"1920","IA-15",2011-10-08,2011,"Weekly",138,2011.76712328767
"2054","IA-15",2012-06-16,2012,"Weekly",34,2012.45628415301
"2073","IA-15",2012-06-23,2012,"Weekly",43,2012.47540983607
"2092","IA-15",2012-06-30,2012,"Weekly",42,2012.49453551913
"2109","IA-15",2012-07-07,2012,"Weekly",5,2012.51366120219
"2130","IA-15",2012-07-14,2012,"Weekly",86,2012.53278688525
"2151","IA-15",2012-07-21,2012,"Weekly",112,2012.55191256831
"2173","IA-15",2012-07-28,2012,"Weekly",69,2012.57103825137
"2195","IA-15",2012-08-04,2012,"Weekly",28,2012.59016393443
"2214","IA-15",2012-08-11,2012,"Weekly",33,2012.60928961749
"2234","IA-15",2012-08-18,2012,"Weekly",36,2012.62841530055
"2255","IA-15",2012-08-25,2012,"Weekly",11,2012.64754098361
"2276","IA-15",2012-09-01,2012,"Weekly",1,2012.66666666667
"2293","IA-15",2012-09-08,2012,"Weekly",3,2012.68579234973
"2309","IA-15",2012-09-15,2012,"Weekly",25,2012.70491803279
"2322","IA-15",2012-09-22,2012,"Weekly",76,2012.72404371585
"2335","IA-15",2012-09-29,2012,"Weekly",34,2012.74316939891
"2345","IA-15",2012-10-06,2012,"Weekly",22,2012.76229508197
"2454","IA-15",2013-06-01,2013,"Weekly",0,2013.41369863014
"2473","IA-15",2013-06-08,2013,"Weekly",35,2013.43287671233
"2494","IA-15",2013-06-15,2013,"Weekly",113,2013.45205479452
"2516","IA-15",2013-06-22,2013,"Weekly",103,2013.47123287671
"2537","IA-15",2013-06-29,2013,"Weekly",69,2013.4904109589
"2557","IA-15",2013-07-06,2013,"Weekly",210,2013.5095890411
"2580","IA-15",2013-07-13,2013,"Weekly",85,2013.52876712329
"2605","IA-15",2013-07-20,2013,"Weekly",49,2013.54794520548
"2631","IA-15",2013-07-27,2013,"Weekly",65,2013.56712328767
"2654","IA-15",2013-08-03,2013,"Weekly",78,2013.58630136986
"2678","IA-15",2013-08-10,2013,"Weekly",471,2013.60547945205
"2702","IA-15",2013-08-17,2013,"Weekly",102,2013.62465753425
"2724","IA-15",2013-08-24,2013,"Weekly",98,2013.64383561644
"2746","IA-15",2013-08-31,2013,"Weekly",26,2013.66301369863
"2761","IA-15",2013-09-07,2013,"Weekly",90,2013.68219178082
"2776","IA-15",2013-09-14,2013,"Weekly",456,2013.70136986301
"2792","IA-15",2013-09-21,2013,"Weekly",49,2013.72054794521
"2806","IA-15",2013-09-28,2013,"Weekly",6,2013.7397260274
"2817","IA-15",2013-10-05,2013,"Weekly",250,2013.75890410959
"2949","IA-15",2014-06-07,2014,"Weekly",468,2014.4301369863
"2968","IA-15",2014-06-14,2014,"Weekly",245,2014.44931506849
"2989","IA-15",2014-06-21,2014,"Weekly",346,2014.46849315068
"3011","IA-15",2014-06-28,2014,"Weekly",845,2014.48767123288
"3032","IA-15",2014-07-05,2014,"Weekly",81,2014.50684931507
"3053","IA-15",2014-07-12,2014,"Weekly",1813,2014.52602739726
"3074","IA-15",2014-07-19,2014,"Weekly",490,2014.54520547945
"3099","IA-15",2014-07-26,2014,"Weekly",875,2014.56438356164
"3122","IA-15",2014-08-02,2014,"Weekly",274,2014.58356164384
"3145","IA-15",2014-08-09,2014,"Weekly",126,2014.60273972603
"3167","IA-15",2014-08-16,2014,"Weekly",191,2014.62191780822
"3192","IA-15",2014-08-23,2014,"Weekly",211,2014.64109589041
"3215","IA-15",2014-08-30,2014,"Weekly",145,2014.6602739726
"3233","IA-15",2014-09-06,2014,"Weekly",165,2014.67945205479
"3251","IA-15",2014-09-13,2014,"Weekly",24,2014.69863013699
"3267","IA-15",2014-09-20,2014,"Weekly",317,2014.71780821918
"3281","IA-15",2014-09-27,2014,"Weekly",192,2014.73698630137
"3293","IA-15",2014-10-04,2014,"Weekly",150,2014.75616438356
"3303","IA-15",2014-10-11,2014,"Weekly",56,2014.77534246575
"3312","IA-15",2014-10-18,2014,"Weekly",21,2014.79452054795
"3414","IA-15",2015-06-06,2015,"Weekly",12,2015.42739726027
"3429","IA-15",2015-06-13,2015,"Weekly",604,2015.44657534247
"3448","IA-15",2015-06-20,2015,"Weekly",658,2015.46575342466
"3471","IA-15",2015-06-27,2015,"Weekly",224,2015.48493150685
"3494","IA-15",2015-07-04,2015,"Weekly",435,2015.50410958904
"3518","IA-15",2015-07-11,2015,"Weekly",98,2015.52328767123
"3543","IA-15",2015-07-18,2015,"Weekly",248,2015.54246575342
"3568","IA-15",2015-07-25,2015,"Weekly",425,2015.56164383562
"3593","IA-15",2015-08-01,2015,"Weekly",219,2015.58082191781
"3618","IA-15",2015-08-08,2015,"Weekly",143,2015.6
"3643","IA-15",2015-08-15,2015,"Weekly",780,2015.61917808219
"3668","IA-15",2015-08-22,2015,"Weekly",296,2015.63835616438
"3691","IA-15",2015-08-29,2015,"Weekly",121,2015.65753424658
"3713","IA-15",2015-09-05,2015,"Weekly",101,2015.67671232877
"3733","IA-15",2015-09-12,2015,"Weekly",2987,2015.69589041096
"3753","IA-15",2015-09-19,2015,"Weekly",308,2015.71506849315
"3769","IA-15",2015-09-26,2015,"Weekly",413,2015.73424657534
"3779","IA-15",2015-10-03,2015,"Weekly",471,2015.75342465753
"3787","IA-15",2015-10-10,2015,"Weekly",42,2015.77260273973
"1084","IA-2",2009-06-13,2009,"Weekly",183,2009.44657534247
"1095","IA-2",2009-06-20,2009,"Weekly",146,2009.46575342466
"1107","IA-2",2009-06-27,2009,"Weekly",249,2009.48493150685
"1118","IA-2",2009-07-04,2009,"Weekly",238,2009.50410958904
"1130","IA-2",2009-07-11,2009,"Weekly",230,2009.52328767123
"1142","IA-2",2009-07-18,2009,"Weekly",247,2009.54246575342
"1153","IA-2",2009-07-25,2009,"Weekly",29,2009.56164383562
"1164","IA-2",2009-08-01,2009,"Weekly",24,2009.58082191781
"1176","IA-2",2009-08-08,2009,"Weekly",278,2009.6
"1189","IA-2",2009-08-15,2009,"Weekly",42,2009.61917808219
"1201","IA-2",2009-08-22,2009,"Weekly",62,2009.63835616438
"1213","IA-2",2009-08-29,2009,"Weekly",50,2009.65753424658
"1224","IA-2",2009-09-05,2009,"Weekly",30,2009.67671232877
"1232","IA-2",2009-09-12,2009,"Weekly",24,2009.69589041096
"1240","IA-2",2009-09-19,2009,"Weekly",11,2009.71506849315
"1248","IA-2",2009-09-26,2009,"Weekly",7,2009.73424657534
"1256","IA-2",2009-10-03,2009,"Weekly",6,2009.75342465753
"1263","IA-2",2009-10-10,2009,"Weekly",5,2009.77260273973
"1270","IA-2",2009-10-17,2009,"Weekly",9,2009.79178082192
"1337","IA-2",2010-06-12,2010,"Weekly",2,2010.44383561644
"1349","IA-2",2010-06-19,2010,"Weekly",18,2010.46301369863
"1362","IA-2",2010-06-26,2010,"Weekly",13,2010.48219178082
"1375","IA-2",2010-07-03,2010,"Weekly",30,2010.50136986301
"1387","IA-2",2010-07-10,2010,"Weekly",131,2010.52054794521
"1399","IA-2",2010-07-17,2010,"Weekly",9,2010.5397260274
"1412","IA-2",2010-07-24,2010,"Weekly",9,2010.55890410959
"1425","IA-2",2010-07-31,2010,"Weekly",2,2010.57808219178
"1438","IA-2",2010-08-07,2010,"Weekly",94,2010.59726027397
"1451","IA-2",2010-08-14,2010,"Weekly",158,2010.61643835616
"1464","IA-2",2010-08-21,2010,"Weekly",71,2010.63561643836
"1476","IA-2",2010-08-28,2010,"Weekly",22,2010.65479452055
"1488","IA-2",2010-09-04,2010,"Weekly",67,2010.67397260274
"1499","IA-2",2010-09-11,2010,"Weekly",43,2010.69315068493
"1508","IA-2",2010-09-18,2010,"Weekly",44,2010.71232876712
"1516","IA-2",2010-09-25,2010,"Weekly",38,2010.73150684932
"1523","IA-2",2010-10-02,2010,"Weekly",14,2010.75068493151
"1530","IA-2",2010-10-09,2010,"Weekly",8,2010.7698630137
"1626","IA-2",2011-06-04,2011,"Weekly",0,2011.42191780822
"1640","IA-2",2011-06-11,2011,"Weekly",55,2011.44109589041
"1658","IA-2",2011-06-18,2011,"Weekly",12,2011.4602739726
"1675","IA-2",2011-06-25,2011,"Weekly",56,2011.47945205479
"1693","IA-2",2011-07-02,2011,"Weekly",23,2011.49863013699
"1710","IA-2",2011-07-09,2011,"Weekly",31,2011.51780821918
"1730","IA-2",2011-07-16,2011,"Weekly",25,2011.53698630137
"1749","IA-2",2011-07-23,2011,"Weekly",12,2011.55616438356
"1769","IA-2",2011-07-30,2011,"Weekly",22,2011.57534246575
"1788","IA-2",2011-08-06,2011,"Weekly",37,2011.59452054795
"1807","IA-2",2011-08-13,2011,"Weekly",34,2011.61369863014
"1822","IA-2",2011-08-20,2011,"Weekly",2,2011.63287671233
"1840","IA-2",2011-08-27,2011,"Weekly",10,2011.65205479452
"1857","IA-2",2011-09-03,2011,"Weekly",0,2011.67123287671
"1869","IA-2",2011-09-10,2011,"Weekly",10,2011.6904109589
"1884","IA-2",2011-09-17,2011,"Weekly",7,2011.7095890411
"1899","IA-2",2011-09-24,2011,"Weekly",3,2011.72876712329
"1912","IA-2",2011-10-01,2011,"Weekly",5,2011.74794520548
"1921","IA-2",2011-10-08,2011,"Weekly",1,2011.76712328767
"2038","IA-2",2012-06-09,2012,"Weekly",108,2012.43715846995
"2055","IA-2",2012-06-16,2012,"Weekly",422,2012.45628415301
"2074","IA-2",2012-06-23,2012,"Weekly",210,2012.47540983607
"2093","IA-2",2012-06-30,2012,"Weekly",138,2012.49453551913
"2110","IA-2",2012-07-07,2012,"Weekly",411,2012.51366120219
"2131","IA-2",2012-07-14,2012,"Weekly",251,2012.53278688525
"2152","IA-2",2012-07-21,2012,"Weekly",971,2012.55191256831
"2174","IA-2",2012-07-28,2012,"Weekly",217,2012.57103825137
"2196","IA-2",2012-08-04,2012,"Weekly",22,2012.59016393443
"2215","IA-2",2012-08-11,2012,"Weekly",35,2012.60928961749
"2235","IA-2",2012-08-18,2012,"Weekly",14,2012.62841530055
"2256","IA-2",2012-08-25,2012,"Weekly",76,2012.64754098361
"2277","IA-2",2012-09-01,2012,"Weekly",26,2012.66666666667
"2294","IA-2",2012-09-08,2012,"Weekly",78,2012.68579234973
"2310","IA-2",2012-09-15,2012,"Weekly",50,2012.70491803279
"2323","IA-2",2012-09-22,2012,"Weekly",13,2012.72404371585
"2336","IA-2",2012-09-29,2012,"Weekly",19,2012.74316939891
"2346","IA-2",2012-10-06,2012,"Weekly",0,2012.76229508197
"2455","IA-2",2013-06-01,2013,"Weekly",0,2013.41369863014
"2474","IA-2",2013-06-08,2013,"Weekly",53,2013.43287671233
"2495","IA-2",2013-06-15,2013,"Weekly",582,2013.45205479452
"2517","IA-2",2013-06-22,2013,"Weekly",1955,2013.47123287671
"2538","IA-2",2013-06-29,2013,"Weekly",1664,2013.4904109589
"2558","IA-2",2013-07-06,2013,"Weekly",653,2013.5095890411
"2581","IA-2",2013-07-13,2013,"Weekly",1501,2013.52876712329
"2606","IA-2",2013-07-20,2013,"Weekly",1048,2013.54794520548
"2632","IA-2",2013-07-27,2013,"Weekly",463,2013.56712328767
"2655","IA-2",2013-08-03,2013,"Weekly",323,2013.58630136986
"2679","IA-2",2013-08-10,2013,"Weekly",550,2013.60547945205
"2703","IA-2",2013-08-17,2013,"Weekly",374,2013.62465753425
"2725","IA-2",2013-08-24,2013,"Weekly",39,2013.64383561644
"2747","IA-2",2013-08-31,2013,"Weekly",471,2013.66301369863
"2762","IA-2",2013-09-07,2013,"Weekly",302,2013.68219178082
"2777","IA-2",2013-09-14,2013,"Weekly",357,2013.70136986301
"2793","IA-2",2013-09-21,2013,"Weekly",422,2013.72054794521
"2807","IA-2",2013-09-28,2013,"Weekly",120,2013.7397260274
"2818","IA-2",2013-10-05,2013,"Weekly",131,2013.75890410959
"2950","IA-2",2014-06-07,2014,"Weekly",2215,2014.4301369863
"2969","IA-2",2014-06-14,2014,"Weekly",653,2014.44931506849
"2990","IA-2",2014-06-21,2014,"Weekly",1269,2014.46849315068
"3012","IA-2",2014-06-28,2014,"Weekly",985,2014.48767123288
"3033","IA-2",2014-07-05,2014,"Weekly",2086,2014.50684931507
"3054","IA-2",2014-07-12,2014,"Weekly",4655,2014.52602739726
"3075","IA-2",2014-07-19,2014,"Weekly",1051,2014.54520547945
"3100","IA-2",2014-07-26,2014,"Weekly",1554,2014.56438356164
"3123","IA-2",2014-08-02,2014,"Weekly",708,2014.58356164384
"3146","IA-2",2014-08-09,2014,"Weekly",308,2014.60273972603
"3168","IA-2",2014-08-16,2014,"Weekly",377,2014.62191780822
"3193","IA-2",2014-08-23,2014,"Weekly",339,2014.64109589041
"3216","IA-2",2014-08-30,2014,"Weekly",85,2014.6602739726
"3234","IA-2",2014-09-06,2014,"Weekly",216,2014.67945205479
"3252","IA-2",2014-09-13,2014,"Weekly",135,2014.69863013699
"3268","IA-2",2014-09-20,2014,"Weekly",195,2014.71780821918
"3282","IA-2",2014-09-27,2014,"Weekly",205,2014.73698630137
"3294","IA-2",2014-10-04,2014,"Weekly",78,2014.75616438356
"3304","IA-2",2014-10-11,2014,"Weekly",8,2014.77534246575
"3313","IA-2",2014-10-18,2014,"Weekly",0,2014.79452054795
"3430","IA-2",2015-06-13,2015,"Weekly",401,2015.44657534247
"3449","IA-2",2015-06-20,2015,"Weekly",5448,2015.46575342466
"3472","IA-2",2015-06-27,2015,"Weekly",1655,2015.48493150685
"3495","IA-2",2015-07-04,2015,"Weekly",547,2015.50410958904
"3519","IA-2",2015-07-11,2015,"Weekly",124,2015.52328767123
"3544","IA-2",2015-07-18,2015,"Weekly",64,2015.54246575342
"3569","IA-2",2015-07-25,2015,"Weekly",561,2015.56164383562
"3594","IA-2",2015-08-01,2015,"Weekly",198,2015.58082191781
"3619","IA-2",2015-08-08,2015,"Weekly",116,2015.6
"3644","IA-2",2015-08-15,2015,"Weekly",89,2015.61917808219
"3669","IA-2",2015-08-22,2015,"Weekly",33,2015.63835616438
"3692","IA-2",2015-08-29,2015,"Weekly",23,2015.65753424658
"3714","IA-2",2015-09-05,2015,"Weekly",39,2015.67671232877
"3734","IA-2",2015-09-12,2015,"Weekly",28,2015.69589041096
"3754","IA-2",2015-09-19,2015,"Weekly",17,2015.71506849315
"3770","IA-2",2015-09-26,2015,"Weekly",33,2015.73424657534
"3780","IA-2",2015-10-03,2015,"Weekly",14,2015.75342465753
"3788","IA-2",2015-10-10,2015,"Weekly",12,2015.77260273973
"3864","IA-2",2016-06-11,2016,"Weekly",18,2016.44262295082
"3873","IA-2",2016-06-18,2016,"Weekly",22,2016.46174863388
"3882","IA-2",2016-06-25,2016,"Weekly",63,2016.48087431694
"3891","IA-2",2016-07-02,2016,"Weekly",14,2016.5
"3895","IA-2",2016-07-09,2016,"Weekly",70,2016.51912568306
"1085","IA-4",2009-06-13,2009,"Weekly",14,2009.44657534247
"1096","IA-4",2009-06-20,2009,"Weekly",56,2009.46575342466
"1108","IA-4",2009-06-27,2009,"Weekly",121,2009.48493150685
"1119","IA-4",2009-07-04,2009,"Weekly",122,2009.50410958904
"1131","IA-4",2009-07-11,2009,"Weekly",21,2009.52328767123
"1143","IA-4",2009-07-18,2009,"Weekly",25,2009.54246575342
"1154","IA-4",2009-07-25,2009,"Weekly",95,2009.56164383562
"1165","IA-4",2009-08-01,2009,"Weekly",11,2009.58082191781
"1177","IA-4",2009-08-08,2009,"Weekly",12,2009.6
"1190","IA-4",2009-08-15,2009,"Weekly",9,2009.61917808219
"1202","IA-4",2009-08-22,2009,"Weekly",49,2009.63835616438
"1214","IA-4",2009-08-29,2009,"Weekly",36,2009.65753424658
"1225","IA-4",2009-09-05,2009,"Weekly",22,2009.67671232877
"1233","IA-4",2009-09-12,2009,"Weekly",14,2009.69589041096
"1241","IA-4",2009-09-19,2009,"Weekly",12,2009.71506849315
"1249","IA-4",2009-09-26,2009,"Weekly",13,2009.73424657534
"1257","IA-4",2009-10-03,2009,"Weekly",8,2009.75342465753
"1264","IA-4",2009-10-10,2009,"Weekly",1,2009.77260273973
"1271","IA-4",2009-10-17,2009,"Weekly",4,2009.79178082192
"1338","IA-4",2010-06-12,2010,"Weekly",43,2010.44383561644
"1350","IA-4",2010-06-19,2010,"Weekly",94,2010.46301369863
"1363","IA-4",2010-06-26,2010,"Weekly",53,2010.48219178082
"1376","IA-4",2010-07-03,2010,"Weekly",110,2010.50136986301
"1400","IA-4",2010-07-17,2010,"Weekly",81,2010.5397260274
"1413","IA-4",2010-07-24,2010,"Weekly",143,2010.55890410959
"1426","IA-4",2010-07-31,2010,"Weekly",110,2010.57808219178
"1439","IA-4",2010-08-07,2010,"Weekly",251,2010.59726027397
"1452","IA-4",2010-08-14,2010,"Weekly",297,2010.61643835616
"1465","IA-4",2010-08-21,2010,"Weekly",104,2010.63561643836
"1477","IA-4",2010-08-28,2010,"Weekly",50,2010.65479452055
"1489","IA-4",2010-09-04,2010,"Weekly",126,2010.67397260274
"1500","IA-4",2010-09-11,2010,"Weekly",91,2010.69315068493
"1509","IA-4",2010-09-18,2010,"Weekly",134,2010.71232876712
"1517","IA-4",2010-09-25,2010,"Weekly",46,2010.73150684932
"1524","IA-4",2010-10-02,2010,"Weekly",5,2010.75068493151
"1531","IA-4",2010-10-09,2010,"Weekly",2,2010.7698630137
"1641","IA-4",2011-06-11,2011,"Weekly",0,2011.44109589041
"1659","IA-4",2011-06-18,2011,"Weekly",2,2011.4602739726
"1676","IA-4",2011-06-25,2011,"Weekly",3,2011.47945205479
"1694","IA-4",2011-07-02,2011,"Weekly",4,2011.49863013699
"1711","IA-4",2011-07-09,2011,"Weekly",27,2011.51780821918
"1731","IA-4",2011-07-16,2011,"Weekly",491,2011.53698630137
"1750","IA-4",2011-07-23,2011,"Weekly",384,2011.55616438356
"1770","IA-4",2011-07-30,2011,"Weekly",404,2011.57534246575
"1789","IA-4",2011-08-06,2011,"Weekly",5,2011.59452054795
"1808","IA-4",2011-08-13,2011,"Weekly",17,2011.61369863014
"1823","IA-4",2011-08-20,2011,"Weekly",24,2011.63287671233
"1841","IA-4",2011-08-27,2011,"Weekly",18,2011.65205479452
"1858","IA-4",2011-09-03,2011,"Weekly",77,2011.67123287671
"1870","IA-4",2011-09-10,2011,"Weekly",20,2011.6904109589
"1885","IA-4",2011-09-17,2011,"Weekly",9,2011.7095890411
"1900","IA-4",2011-09-24,2011,"Weekly",7,2011.72876712329
"1913","IA-4",2011-10-01,2011,"Weekly",3,2011.74794520548
"1068","IA-8",2009-05-30,2009,"Weekly",690,2009.40821917808
"1075","IA-8",2009-06-06,2009,"Weekly",1325,2009.42739726027
"1086","IA-8",2009-06-13,2009,"Weekly",2279,2009.44657534247
"1097","IA-8",2009-06-20,2009,"Weekly",3484,2009.46575342466
"1109","IA-8",2009-06-27,2009,"Weekly",1071,2009.48493150685
"1120","IA-8",2009-07-04,2009,"Weekly",3170,2009.50410958904
"1132","IA-8",2009-07-11,2009,"Weekly",2731,2009.52328767123
"1144","IA-8",2009-07-18,2009,"Weekly",1080,2009.54246575342
"1155","IA-8",2009-07-25,2009,"Weekly",572,2009.56164383562
"1166","IA-8",2009-08-01,2009,"Weekly",373,2009.58082191781
"1178","IA-8",2009-08-08,2009,"Weekly",718,2009.6
"1191","IA-8",2009-08-15,2009,"Weekly",487,2009.61917808219
"1203","IA-8",2009-08-22,2009,"Weekly",295,2009.63835616438
"1215","IA-8",2009-08-29,2009,"Weekly",398,2009.65753424658
"1226","IA-8",2009-09-05,2009,"Weekly",206,2009.67671232877
"1234","IA-8",2009-09-12,2009,"Weekly",173,2009.69589041096
"1242","IA-8",2009-09-19,2009,"Weekly",198,2009.71506849315
"1250","IA-8",2009-09-26,2009,"Weekly",396,2009.73424657534
"1258","IA-8",2009-10-03,2009,"Weekly",246,2009.75342465753
"1265","IA-8",2009-10-10,2009,"Weekly",470,2009.77260273973
"1272","IA-8",2009-10-17,2009,"Weekly",153,2009.79178082192
"1313","IA-8",2010-05-22,2010,"Weekly",245,2010.38630136986
"1320","IA-8",2010-05-29,2010,"Weekly",1049,2010.40547945205
"1328","IA-8",2010-06-05,2010,"Weekly",1681,2010.42465753425
"1339","IA-8",2010-06-12,2010,"Weekly",1245,2010.44383561644
"1351","IA-8",2010-06-19,2010,"Weekly",2002,2010.46301369863
"1364","IA-8",2010-06-26,2010,"Weekly",3548,2010.48219178082
"1377","IA-8",2010-07-03,2010,"Weekly",8074,2010.50136986301
"1388","IA-8",2010-07-10,2010,"Weekly",3360,2010.52054794521
"1401","IA-8",2010-07-17,2010,"Weekly",3503,2010.5397260274
"1414","IA-8",2010-07-24,2010,"Weekly",2320,2010.55890410959
"1427","IA-8",2010-07-31,2010,"Weekly",2115,2010.57808219178
"1440","IA-8",2010-08-07,2010,"Weekly",5296,2010.59726027397
"1453","IA-8",2010-08-14,2010,"Weekly",7943,2010.61643835616
"1466","IA-8",2010-08-21,2010,"Weekly",8658,2010.63561643836
"1478","IA-8",2010-08-28,2010,"Weekly",11039,2010.65479452055
"1490","IA-8",2010-09-04,2010,"Weekly",4321,2010.67397260274
"1501","IA-8",2010-09-11,2010,"Weekly",1156,2010.69315068493
"1510","IA-8",2010-09-18,2010,"Weekly",1270,2010.71232876712
"1518","IA-8",2010-09-25,2010,"Weekly",567,2010.73150684932
"1525","IA-8",2010-10-02,2010,"Weekly",879,2010.75068493151
"1532","IA-8",2010-10-09,2010,"Weekly",744,2010.7698630137
"1535","IA-8",2010-10-16,2010,"Weekly",978,2010.78904109589
"1592","IA-8",2011-05-07,2011,"Weekly",0,2011.34520547945
"1598","IA-8",2011-05-14,2011,"Weekly",176,2011.36438356164
"1605","IA-8",2011-05-21,2011,"Weekly",68,2011.38356164384
"1614","IA-8",2011-05-28,2011,"Weekly",241,2011.40273972603
"1627","IA-8",2011-06-04,2011,"Weekly",604,2011.42191780822
"1642","IA-8",2011-06-11,2011,"Weekly",3633,2011.44109589041
"1660","IA-8",2011-06-18,2011,"Weekly",1005,2011.4602739726
"1677","IA-8",2011-06-25,2011,"Weekly",2542,2011.47945205479
"1695","IA-8",2011-07-02,2011,"Weekly",5043,2011.49863013699
"1712","IA-8",2011-07-09,2011,"Weekly",2409,2011.51780821918
"1732","IA-8",2011-07-16,2011,"Weekly",824,2011.53698630137
"1751","IA-8",2011-07-23,2011,"Weekly",745,2011.55616438356
"1771","IA-8",2011-07-30,2011,"Weekly",593,2011.57534246575
"1790","IA-8",2011-08-06,2011,"Weekly",674,2011.59452054795
"1809","IA-8",2011-08-13,2011,"Weekly",233,2011.61369863014
"1824","IA-8",2011-08-20,2011,"Weekly",73,2011.63287671233
"1842","IA-8",2011-08-27,2011,"Weekly",157,2011.65205479452
"1871","IA-8",2011-09-10,2011,"Weekly",159,2011.6904109589
"1886","IA-8",2011-09-17,2011,"Weekly",280,2011.7095890411
"1901","IA-8",2011-09-24,2011,"Weekly",233,2011.72876712329
"1914","IA-8",2011-10-01,2011,"Weekly",263,2011.74794520548
"1922","IA-8",2011-10-08,2011,"Weekly",232,2011.76712328767
"1996","IA-8",2012-05-12,2012,"Weekly",147,2012.3606557377
"2003","IA-8",2012-05-19,2012,"Weekly",757,2012.37978142077
"2011","IA-8",2012-05-26,2012,"Weekly",683,2012.39890710383
"2024","IA-8",2012-06-02,2012,"Weekly",893,2012.41803278689
"2039","IA-8",2012-06-09,2012,"Weekly",467,2012.43715846995
"2056","IA-8",2012-06-16,2012,"Weekly",228,2012.45628415301
"2075","IA-8",2012-06-23,2012,"Weekly",140,2012.47540983607
"2094","IA-8",2012-06-30,2012,"Weekly",331,2012.49453551913
"2111","IA-8",2012-07-07,2012,"Weekly",216,2012.51366120219
"2132","IA-8",2012-07-14,2012,"Weekly",436,2012.53278688525
"2153","IA-8",2012-07-21,2012,"Weekly",269,2012.55191256831
"2175","IA-8",2012-07-28,2012,"Weekly",169,2012.57103825137
"2197","IA-8",2012-08-04,2012,"Weekly",47,2012.59016393443
"2216","IA-8",2012-08-11,2012,"Weekly",33,2012.60928961749
"2236","IA-8",2012-08-18,2012,"Weekly",69,2012.62841530055
"2257","IA-8",2012-08-25,2012,"Weekly",64,2012.64754098361
"2278","IA-8",2012-09-01,2012,"Weekly",52,2012.66666666667
"2295","IA-8",2012-09-08,2012,"Weekly",71,2012.68579234973
"2311","IA-8",2012-09-15,2012,"Weekly",200,2012.70491803279
"2324","IA-8",2012-09-22,2012,"Weekly",78,2012.72404371585
"2337","IA-8",2012-09-29,2012,"Weekly",108,2012.74316939891
"2347","IA-8",2012-10-06,2012,"Weekly",78,2012.76229508197
"2424","IA-8",2013-05-11,2013,"Weekly",16,2013.35616438356
"2432","IA-8",2013-05-18,2013,"Weekly",178,2013.37534246575
"2442","IA-8",2013-05-25,2013,"Weekly",336,2013.39452054795
"2456","IA-8",2013-06-01,2013,"Weekly",703,2013.41369863014
"2475","IA-8",2013-06-08,2013,"Weekly",579,2013.43287671233
"2496","IA-8",2013-06-15,2013,"Weekly",2671,2013.45205479452
"2518","IA-8",2013-06-22,2013,"Weekly",5915,2013.47123287671
"2539","IA-8",2013-06-29,2013,"Weekly",4934,2013.4904109589
"2559","IA-8",2013-07-06,2013,"Weekly",2320,2013.5095890411
"2582","IA-8",2013-07-13,2013,"Weekly",3677,2013.52876712329
"2607","IA-8",2013-07-20,2013,"Weekly",2309,2013.54794520548
"2633","IA-8",2013-07-27,2013,"Weekly",961,2013.56712328767
"2656","IA-8",2013-08-03,2013,"Weekly",828,2013.58630136986
"2680","IA-8",2013-08-10,2013,"Weekly",1132,2013.60547945205
"2704","IA-8",2013-08-17,2013,"Weekly",506,2013.62465753425
"2726","IA-8",2013-08-24,2013,"Weekly",250,2013.64383561644
"2748","IA-8",2013-08-31,2013,"Weekly",970,2013.66301369863
"2763","IA-8",2013-09-07,2013,"Weekly",744,2013.68219178082
"2778","IA-8",2013-09-14,2013,"Weekly",761,2013.70136986301
"2794","IA-8",2013-09-21,2013,"Weekly",232,2013.72054794521
