"","BoardID","Date","Genus","Year","Resolution","Abundance","Date.decimal"
"2447","IA-15",2014-06-21,"Culex",2014,"Weekly",72,2014.46849315068
"2463","IA-15",2014-06-28,"Culex",2014,"Weekly",136,2014.48767123288
"2478","IA-15",2014-07-05,"Culex",2014,"Weekly",6,2014.50684931507
"2493","IA-15",2014-07-12,"Culex",2014,"Weekly",878,2014.52602739726
"2508","IA-15",2014-07-19,"Culex",2014,"Weekly",248,2014.54520547945
"2527","IA-15",2014-07-26,"Culex",2014,"Weekly",188,2014.56438356164
"2543","IA-15",2014-08-02,"Culex",2014,"Weekly",107,2014.58356164384
"2560","IA-15",2014-08-09,"Culex",2014,"Weekly",52,2014.60273972603
"2575","IA-15",2014-08-16,"Culex",2014,"Weekly",117,2014.62191780822
"2594","IA-15",2014-08-23,"Culex",2014,"Weekly",23,2014.64109589041
"2611","IA-15",2014-08-30,"Culex",2014,"Weekly",58,2014.6602739726
"2623","IA-15",2014-09-06,"Culex",2014,"Weekly",75,2014.67945205479
"2635","IA-15",2014-09-13,"Culex",2014,"Weekly",7,2014.69863013699
"2646","IA-15",2014-09-20,"Culex",2014,"Weekly",44,2014.71780821918
"2655","IA-15",2014-09-27,"Culex",2014,"Weekly",27,2014.73698630137
"2662","IA-15",2014-10-04,"Culex",2014,"Weekly",21,2014.75616438356
"2668","IA-15",2014-10-11,"Culex",2014,"Weekly",3,2014.77534246575
"2673","IA-15",2014-10-18,"Culex",2014,"Weekly",1,2014.79452054795
"2716","IA-15",2015-06-06,"Culex",2015,"Weekly",2,2015.42739726027
"2727","IA-15",2015-06-13,"Culex",2015,"Weekly",71,2015.44657534247
"2741","IA-15",2015-06-20,"Culex",2015,"Weekly",92,2015.46575342466
"2760","IA-15",2015-06-27,"Culex",2015,"Weekly",12,2015.48493150685
"2779","IA-15",2015-07-04,"Culex",2015,"Weekly",32,2015.50410958904
"2799","IA-15",2015-07-11,"Culex",2015,"Weekly",9,2015.52328767123
"2819","IA-15",2015-07-18,"Culex",2015,"Weekly",20,2015.54246575342
"2840","IA-15",2015-07-25,"Culex",2015,"Weekly",25,2015.56164383562
"2861","IA-15",2015-08-01,"Culex",2015,"Weekly",20,2015.58082191781
"2882","IA-15",2015-08-08,"Culex",2015,"Weekly",10,2015.6
"2903","IA-15",2015-08-15,"Culex",2015,"Weekly",32,2015.61917808219
"2924","IA-15",2015-08-22,"Culex",2015,"Weekly",27,2015.63835616438
"2943","IA-15",2015-08-29,"Culex",2015,"Weekly",28,2015.65753424658
"2961","IA-15",2015-09-05,"Culex",2015,"Weekly",16,2015.67671232877
"2977","IA-15",2015-09-12,"Culex",2015,"Weekly",43,2015.69589041096
"2994","IA-15",2015-09-19,"Culex",2015,"Weekly",36,2015.71506849315
"3008","IA-15",2015-09-26,"Culex",2015,"Weekly",56,2015.73424657534
"3016","IA-15",2015-10-03,"Culex",2015,"Weekly",49,2015.75342465753
"3022","IA-15",2015-10-10,"Culex",2015,"Weekly",21,2015.77260273973
"1020","IA-2",2009-06-13,"Culex",2009,"Weekly",12,2009.44657534247
"1030","IA-2",2009-06-20,"Culex",2009,"Weekly",28,2009.46575342466
"1041","IA-2",2009-06-27,"Culex",2009,"Weekly",10,2009.48493150685
"1051","IA-2",2009-07-04,"Culex",2009,"Weekly",22,2009.50410958904
"1062","IA-2",2009-07-11,"Culex",2009,"Weekly",26,2009.52328767123
"1073","IA-2",2009-07-18,"Culex",2009,"Weekly",35,2009.54246575342
"1083","IA-2",2009-07-25,"Culex",2009,"Weekly",4,2009.56164383562
"1093","IA-2",2009-08-01,"Culex",2009,"Weekly",1,2009.58082191781
"1104","IA-2",2009-08-08,"Culex",2009,"Weekly",12,2009.6
"1116","IA-2",2009-08-15,"Culex",2009,"Weekly",4,2009.61917808219
"1127","IA-2",2009-08-22,"Culex",2009,"Weekly",6,2009.63835616438
"1138","IA-2",2009-08-29,"Culex",2009,"Weekly",4,2009.65753424658
"1148","IA-2",2009-09-05,"Culex",2009,"Weekly",1,2009.67671232877
"1155","IA-2",2009-09-12,"Culex",2009,"Weekly",7,2009.69589041096
"1162","IA-2",2009-09-19,"Culex",2009,"Weekly",2,2009.71506849315
"1169","IA-2",2009-09-26,"Culex",2009,"Weekly",0,2009.73424657534
"1176","IA-2",2009-10-03,"Culex",2009,"Weekly",0,2009.75342465753
"1182","IA-2",2009-10-10,"Culex",2009,"Weekly",2,2009.77260273973
"1188","IA-2",2009-10-17,"Culex",2009,"Weekly",1,2009.79178082192
"1221","IA-2",2010-06-12,"Culex",2010,"Weekly",1,2010.44383561644
"1232","IA-2",2010-06-19,"Culex",2010,"Weekly",2,2010.46301369863
"1244","IA-2",2010-06-26,"Culex",2010,"Weekly",2,2010.48219178082
"1256","IA-2",2010-07-03,"Culex",2010,"Weekly",1,2010.50136986301
"1267","IA-2",2010-07-10,"Culex",2010,"Weekly",4,2010.52054794521
"1278","IA-2",2010-07-17,"Culex",2010,"Weekly",0,2010.5397260274
"1290","IA-2",2010-07-24,"Culex",2010,"Weekly",2,2010.55890410959
"1302","IA-2",2010-07-31,"Culex",2010,"Weekly",0,2010.57808219178
"1314","IA-2",2010-08-07,"Culex",2010,"Weekly",7,2010.59726027397
"1326","IA-2",2010-08-14,"Culex",2010,"Weekly",7,2010.61643835616
"1338","IA-2",2010-08-21,"Culex",2010,"Weekly",8,2010.63561643836
"1349","IA-2",2010-08-28,"Culex",2010,"Weekly",1,2010.65479452055
"1360","IA-2",2010-09-04,"Culex",2010,"Weekly",3,2010.67397260274
"1370","IA-2",2010-09-11,"Culex",2010,"Weekly",2,2010.69315068493
"1378","IA-2",2010-09-18,"Culex",2010,"Weekly",6,2010.71232876712
"1385","IA-2",2010-09-25,"Culex",2010,"Weekly",3,2010.73150684932
"1391","IA-2",2010-10-02,"Culex",2010,"Weekly",3,2010.75068493151
"1397","IA-2",2010-10-09,"Culex",2010,"Weekly",1,2010.7698630137
"1450","IA-2",2011-06-04,"Culex",2011,"Weekly",0,2011.42191780822
"1462","IA-2",2011-06-11,"Culex",2011,"Weekly",1,2011.44109589041
"1478","IA-2",2011-06-18,"Culex",2011,"Weekly",0,2011.4602739726
"1493","IA-2",2011-06-25,"Culex",2011,"Weekly",0,2011.47945205479
"1509","IA-2",2011-07-02,"Culex",2011,"Weekly",1,2011.49863013699
"1524","IA-2",2011-07-09,"Culex",2011,"Weekly",0,2011.51780821918
"1542","IA-2",2011-07-16,"Culex",2011,"Weekly",0,2011.53698630137
"1559","IA-2",2011-07-23,"Culex",2011,"Weekly",0,2011.55616438356
"1577","IA-2",2011-07-30,"Culex",2011,"Weekly",0,2011.57534246575
"1595","IA-2",2011-08-06,"Culex",2011,"Weekly",0,2011.59452054795
"1611","IA-2",2011-08-13,"Culex",2011,"Weekly",1,2011.61369863014
"1624","IA-2",2011-08-20,"Culex",2011,"Weekly",0,2011.63287671233
"1640","IA-2",2011-08-27,"Culex",2011,"Weekly",2,2011.65205479452
"1655","IA-2",2011-09-03,"Culex",2011,"Weekly",0,2011.67123287671
"1665","IA-2",2011-09-10,"Culex",2011,"Weekly",1,2011.6904109589
"1678","IA-2",2011-09-17,"Culex",2011,"Weekly",2,2011.7095890411
"1689","IA-2",2011-09-24,"Culex",2011,"Weekly",3,2011.72876712329
"1699","IA-2",2011-10-01,"Culex",2011,"Weekly",3,2011.74794520548
"1706","IA-2",2011-10-08,"Culex",2011,"Weekly",1,2011.76712328767
"1779","IA-2",2012-06-09,"Culex",2012,"Weekly",10,2012.43715846995
"1793","IA-2",2012-06-16,"Culex",2012,"Weekly",24,2012.45628415301
"1809","IA-2",2012-06-23,"Culex",2012,"Weekly",34,2012.47540983607
"1826","IA-2",2012-06-30,"Culex",2012,"Weekly",4,2012.49453551913
"1840","IA-2",2012-07-07,"Culex",2012,"Weekly",17,2012.51366120219
"1858","IA-2",2012-07-14,"Culex",2012,"Weekly",3,2012.53278688525
"1876","IA-2",2012-07-21,"Culex",2012,"Weekly",24,2012.55191256831
"1895","IA-2",2012-07-28,"Culex",2012,"Weekly",17,2012.57103825137
"1914","IA-2",2012-08-04,"Culex",2012,"Weekly",1,2012.59016393443
"1930","IA-2",2012-08-11,"Culex",2012,"Weekly",9,2012.60928961749
"1947","IA-2",2012-08-18,"Culex",2012,"Weekly",6,2012.62841530055
"1965","IA-2",2012-08-25,"Culex",2012,"Weekly",20,2012.64754098361
"1983","IA-2",2012-09-01,"Culex",2012,"Weekly",14,2012.66666666667
"1996","IA-2",2012-09-08,"Culex",2012,"Weekly",17,2012.68579234973
"2009","IA-2",2012-09-15,"Culex",2012,"Weekly",17,2012.70491803279
"2019","IA-2",2012-09-22,"Culex",2012,"Weekly",5,2012.72404371585
"2029","IA-2",2012-09-29,"Culex",2012,"Weekly",0,2012.74316939891
"2037","IA-2",2012-10-06,"Culex",2012,"Weekly",0,2012.76229508197
"2094","IA-2",2013-06-01,"Culex",2013,"Weekly",0,2013.41369863014
"2108","IA-2",2013-06-08,"Culex",2013,"Weekly",24,2013.43287671233
"2124","IA-2",2013-06-15,"Culex",2013,"Weekly",61,2013.45205479452
"2140","IA-2",2013-06-22,"Culex",2013,"Weekly",346,2013.47123287671
"2156","IA-2",2013-06-29,"Culex",2013,"Weekly",87,2013.4904109589
"2171","IA-2",2013-07-06,"Culex",2013,"Weekly",174,2013.5095890411
"2189","IA-2",2013-07-13,"Culex",2013,"Weekly",53,2013.52876712329
"2209","IA-2",2013-07-20,"Culex",2013,"Weekly",40,2013.54794520548
"2230","IA-2",2013-07-27,"Culex",2013,"Weekly",31,2013.56712328767
"2248","IA-2",2013-08-03,"Culex",2013,"Weekly",41,2013.58630136986
"2267","IA-2",2013-08-10,"Culex",2013,"Weekly",54,2013.60547945205
"2286","IA-2",2013-08-17,"Culex",2013,"Weekly",72,2013.62465753425
"2303","IA-2",2013-08-24,"Culex",2013,"Weekly",1,2013.64383561644
"2320","IA-2",2013-08-31,"Culex",2013,"Weekly",11,2013.66301369863
"2331","IA-2",2013-09-07,"Culex",2013,"Weekly",26,2013.68219178082
"2341","IA-2",2013-09-14,"Culex",2013,"Weekly",41,2013.70136986301
"2353","IA-2",2013-09-21,"Culex",2013,"Weekly",135,2013.72054794521
"2363","IA-2",2013-09-28,"Culex",2013,"Weekly",20,2013.7397260274
"2371","IA-2",2013-10-05,"Culex",2013,"Weekly",6,2013.75890410959
"2421","IA-2",2014-06-07,"Culex",2014,"Weekly",101,2014.4301369863
"2434","IA-2",2014-06-14,"Culex",2014,"Weekly",88,2014.44931506849
"2448","IA-2",2014-06-21,"Culex",2014,"Weekly",170,2014.46849315068
"2464","IA-2",2014-06-28,"Culex",2014,"Weekly",31,2014.48767123288
"2479","IA-2",2014-07-05,"Culex",2014,"Weekly",44,2014.50684931507
"2494","IA-2",2014-07-12,"Culex",2014,"Weekly",62,2014.52602739726
"2509","IA-2",2014-07-19,"Culex",2014,"Weekly",96,2014.54520547945
"2528","IA-2",2014-07-26,"Culex",2014,"Weekly",111,2014.56438356164
"2544","IA-2",2014-08-02,"Culex",2014,"Weekly",105,2014.58356164384
"2561","IA-2",2014-08-09,"Culex",2014,"Weekly",32,2014.60273972603
"2576","IA-2",2014-08-16,"Culex",2014,"Weekly",37,2014.62191780822
"2595","IA-2",2014-08-23,"Culex",2014,"Weekly",34,2014.64109589041
"2612","IA-2",2014-08-30,"Culex",2014,"Weekly",8,2014.6602739726
"2624","IA-2",2014-09-06,"Culex",2014,"Weekly",15,2014.67945205479
"2636","IA-2",2014-09-13,"Culex",2014,"Weekly",9,2014.69863013699
"2647","IA-2",2014-09-20,"Culex",2014,"Weekly",14,2014.71780821918
"2656","IA-2",2014-09-27,"Culex",2014,"Weekly",35,2014.73698630137
"2663","IA-2",2014-10-04,"Culex",2014,"Weekly",11,2014.75616438356
"2669","IA-2",2014-10-11,"Culex",2014,"Weekly",0,2014.77534246575
"2674","IA-2",2014-10-18,"Culex",2014,"Weekly",0,2014.79452054795
"2728","IA-2",2015-06-13,"Culex",2015,"Weekly",14,2015.44657534247
"2742","IA-2",2015-06-20,"Culex",2015,"Weekly",256,2015.46575342466
"2761","IA-2",2015-06-27,"Culex",2015,"Weekly",53,2015.48493150685
"2780","IA-2",2015-07-04,"Culex",2015,"Weekly",6,2015.50410958904
"2800","IA-2",2015-07-11,"Culex",2015,"Weekly",4,2015.52328767123
"2820","IA-2",2015-07-18,"Culex",2015,"Weekly",0,2015.54246575342
"2841","IA-2",2015-07-25,"Culex",2015,"Weekly",6,2015.56164383562
"2862","IA-2",2015-08-01,"Culex",2015,"Weekly",6,2015.58082191781
"2883","IA-2",2015-08-08,"Culex",2015,"Weekly",4,2015.6
"2904","IA-2",2015-08-15,"Culex",2015,"Weekly",5,2015.61917808219
"2925","IA-2",2015-08-22,"Culex",2015,"Weekly",8,2015.63835616438
"2944","IA-2",2015-08-29,"Culex",2015,"Weekly",7,2015.65753424658
"2962","IA-2",2015-09-05,"Culex",2015,"Weekly",7,2015.67671232877
"2978","IA-2",2015-09-12,"Culex",2015,"Weekly",8,2015.69589041096
"2995","IA-2",2015-09-19,"Culex",2015,"Weekly",5,2015.71506849315
"3009","IA-2",2015-09-26,"Culex",2015,"Weekly",10,2015.73424657534
"3017","IA-2",2015-10-03,"Culex",2015,"Weekly",1,2015.75342465753
"3023","IA-2",2015-10-10,"Culex",2015,"Weekly",3,2015.77260273973
"3052","IA-2",2016-06-11,"Culex",2016,"Weekly",0,2016.44262295082
"3058","IA-2",2016-06-18,"Culex",2016,"Weekly",0,2016.46174863388
"3064","IA-2",2016-06-25,"Culex",2016,"Weekly",0,2016.48087431694
"3070","IA-2",2016-07-02,"Culex",2016,"Weekly",1,2016.5
"3073","IA-2",2016-07-09,"Culex",2016,"Weekly",0,2016.51912568306
"1021","IA-4",2009-06-13,"Culex",2009,"Weekly",8,2009.44657534247
"1031","IA-4",2009-06-20,"Culex",2009,"Weekly",13,2009.46575342466
"1042","IA-4",2009-06-27,"Culex",2009,"Weekly",3,2009.48493150685
"1052","IA-4",2009-07-04,"Culex",2009,"Weekly",8,2009.50410958904
"1063","IA-4",2009-07-11,"Culex",2009,"Weekly",2,2009.52328767123
"1074","IA-4",2009-07-18,"Culex",2009,"Weekly",3,2009.54246575342
"1084","IA-4",2009-07-25,"Culex",2009,"Weekly",7,2009.56164383562
"1094","IA-4",2009-08-01,"Culex",2009,"Weekly",1,2009.58082191781
"1105","IA-4",2009-08-08,"Culex",2009,"Weekly",4,2009.6
"1117","IA-4",2009-08-15,"Culex",2009,"Weekly",2,2009.61917808219
"1128","IA-4",2009-08-22,"Culex",2009,"Weekly",1,2009.63835616438
"1139","IA-4",2009-08-29,"Culex",2009,"Weekly",6,2009.65753424658
"1149","IA-4",2009-09-05,"Culex",2009,"Weekly",6,2009.67671232877
"1156","IA-4",2009-09-12,"Culex",2009,"Weekly",4,2009.69589041096
"1163","IA-4",2009-09-19,"Culex",2009,"Weekly",8,2009.71506849315
"1170","IA-4",2009-09-26,"Culex",2009,"Weekly",6,2009.73424657534
"1177","IA-4",2009-10-03,"Culex",2009,"Weekly",1,2009.75342465753
"1183","IA-4",2009-10-10,"Culex",2009,"Weekly",1,2009.77260273973
"1189","IA-4",2009-10-17,"Culex",2009,"Weekly",3,2009.79178082192
"1222","IA-4",2010-06-12,"Culex",2010,"Weekly",17,2010.44383561644
"1233","IA-4",2010-06-19,"Culex",2010,"Weekly",9,2010.46301369863
"1245","IA-4",2010-06-26,"Culex",2010,"Weekly",5,2010.48219178082
"1257","IA-4",2010-07-03,"Culex",2010,"Weekly",3,2010.50136986301
"1279","IA-4",2010-07-17,"Culex",2010,"Weekly",9,2010.5397260274
"1291","IA-4",2010-07-24,"Culex",2010,"Weekly",11,2010.55890410959
"1303","IA-4",2010-07-31,"Culex",2010,"Weekly",17,2010.57808219178
"1315","IA-4",2010-08-07,"Culex",2010,"Weekly",1,2010.59726027397
"1327","IA-4",2010-08-14,"Culex",2010,"Weekly",13,2010.61643835616
"1339","IA-4",2010-08-21,"Culex",2010,"Weekly",7,2010.63561643836
"1350","IA-4",2010-08-28,"Culex",2010,"Weekly",8,2010.65479452055
"1361","IA-4",2010-09-04,"Culex",2010,"Weekly",8,2010.67397260274
"1371","IA-4",2010-09-11,"Culex",2010,"Weekly",3,2010.69315068493
"1379","IA-4",2010-09-18,"Culex",2010,"Weekly",5,2010.71232876712
"1386","IA-4",2010-09-25,"Culex",2010,"Weekly",4,2010.73150684932
"1392","IA-4",2010-10-02,"Culex",2010,"Weekly",1,2010.75068493151
"1398","IA-4",2010-10-09,"Culex",2010,"Weekly",0,2010.7698630137
"1463","IA-4",2011-06-11,"Culex",2011,"Weekly",0,2011.44109589041
"1479","IA-4",2011-06-18,"Culex",2011,"Weekly",1,2011.4602739726
"1494","IA-4",2011-06-25,"Culex",2011,"Weekly",0,2011.47945205479
"1510","IA-4",2011-07-02,"Culex",2011,"Weekly",1,2011.49863013699
"1525","IA-4",2011-07-09,"Culex",2011,"Weekly",3,2011.51780821918
"1543","IA-4",2011-07-16,"Culex",2011,"Weekly",33,2011.53698630137
"1560","IA-4",2011-07-23,"Culex",2011,"Weekly",13,2011.55616438356
"1578","IA-4",2011-07-30,"Culex",2011,"Weekly",13,2011.57534246575
"1596","IA-4",2011-08-06,"Culex",2011,"Weekly",0,2011.59452054795
"1612","IA-4",2011-08-13,"Culex",2011,"Weekly",0,2011.61369863014
"1625","IA-4",2011-08-20,"Culex",2011,"Weekly",2,2011.63287671233
"1641","IA-4",2011-08-27,"Culex",2011,"Weekly",2,2011.65205479452
"1656","IA-4",2011-09-03,"Culex",2011,"Weekly",6,2011.67123287671
"1666","IA-4",2011-09-10,"Culex",2011,"Weekly",1,2011.6904109589
"1679","IA-4",2011-09-17,"Culex",2011,"Weekly",3,2011.7095890411
"1690","IA-4",2011-09-24,"Culex",2011,"Weekly",2,2011.72876712329
"1700","IA-4",2011-10-01,"Culex",2011,"Weekly",1,2011.74794520548
"1006","IA-8",2009-05-30,"Culex",2009,"Weekly",50,2009.40821917808
"1012","IA-8",2009-06-06,"Culex",2009,"Weekly",104,2009.42739726027
"1022","IA-8",2009-06-13,"Culex",2009,"Weekly",261,2009.44657534247
"1032","IA-8",2009-06-20,"Culex",2009,"Weekly",211,2009.46575342466
"1043","IA-8",2009-06-27,"Culex",2009,"Weekly",111,2009.48493150685
"1053","IA-8",2009-07-04,"Culex",2009,"Weekly",129,2009.50410958904
"1064","IA-8",2009-07-11,"Culex",2009,"Weekly",150,2009.52328767123
"1075","IA-8",2009-07-18,"Culex",2009,"Weekly",83,2009.54246575342
"1085","IA-8",2009-07-25,"Culex",2009,"Weekly",47,2009.56164383562
"1095","IA-8",2009-08-01,"Culex",2009,"Weekly",63,2009.58082191781
"1106","IA-8",2009-08-08,"Culex",2009,"Weekly",83,2009.6
"1118","IA-8",2009-08-15,"Culex",2009,"Weekly",69,2009.61917808219
"1129","IA-8",2009-08-22,"Culex",2009,"Weekly",80,2009.63835616438
"1140","IA-8",2009-08-29,"Culex",2009,"Weekly",108,2009.65753424658
"1150","IA-8",2009-09-05,"Culex",2009,"Weekly",99,2009.67671232877
"1157","IA-8",2009-09-12,"Culex",2009,"Weekly",72,2009.69589041096
"1164","IA-8",2009-09-19,"Culex",2009,"Weekly",70,2009.71506849315
"1171","IA-8",2009-09-26,"Culex",2009,"Weekly",64,2009.73424657534
"1178","IA-8",2009-10-03,"Culex",2009,"Weekly",48,2009.75342465753
"1184","IA-8",2009-10-10,"Culex",2009,"Weekly",120,2009.77260273973
"1190","IA-8",2009-10-17,"Culex",2009,"Weekly",23,2009.79178082192
"1200","IA-8",2010-05-22,"Culex",2010,"Weekly",58,2010.38630136986
"1206","IA-8",2010-05-29,"Culex",2010,"Weekly",92,2010.40547945205
"1213","IA-8",2010-06-05,"Culex",2010,"Weekly",224,2010.42465753425
"1223","IA-8",2010-06-12,"Culex",2010,"Weekly",261,2010.44383561644
"1234","IA-8",2010-06-19,"Culex",2010,"Weekly",175,2010.46301369863
"1246","IA-8",2010-06-26,"Culex",2010,"Weekly",272,2010.48219178082
"1258","IA-8",2010-07-03,"Culex",2010,"Weekly",692,2010.50136986301
"1268","IA-8",2010-07-10,"Culex",2010,"Weekly",394,2010.52054794521
"1280","IA-8",2010-07-17,"Culex",2010,"Weekly",500,2010.5397260274
"1292","IA-8",2010-07-24,"Culex",2010,"Weekly",328,2010.55890410959
"1304","IA-8",2010-07-31,"Culex",2010,"Weekly",204,2010.57808219178
"1316","IA-8",2010-08-07,"Culex",2010,"Weekly",293,2010.59726027397
"1328","IA-8",2010-08-14,"Culex",2010,"Weekly",427,2010.61643835616
"1340","IA-8",2010-08-21,"Culex",2010,"Weekly",263,2010.63561643836
"1351","IA-8",2010-08-28,"Culex",2010,"Weekly",335,2010.65479452055
"1362","IA-8",2010-09-04,"Culex",2010,"Weekly",548,2010.67397260274
"1372","IA-8",2010-09-11,"Culex",2010,"Weekly",325,2010.69315068493
"1380","IA-8",2010-09-18,"Culex",2010,"Weekly",332,2010.71232876712
"1387","IA-8",2010-09-25,"Culex",2010,"Weekly",262,2010.73150684932
"1393","IA-8",2010-10-02,"Culex",2010,"Weekly",195,2010.75068493151
"1399","IA-8",2010-10-09,"Culex",2010,"Weekly",100,2010.7698630137
"1401","IA-8",2010-10-16,"Culex",2010,"Weekly",83,2010.78904109589
"1424","IA-8",2011-05-07,"Culex",2011,"Weekly",0,2011.34520547945
"1428","IA-8",2011-05-14,"Culex",2011,"Weekly",4,2011.36438356164
"1433","IA-8",2011-05-21,"Culex",2011,"Weekly",7,2011.38356164384
"1440","IA-8",2011-05-28,"Culex",2011,"Weekly",32,2011.40273972603
"1451","IA-8",2011-06-04,"Culex",2011,"Weekly",61,2011.42191780822
"1464","IA-8",2011-06-11,"Culex",2011,"Weekly",240,2011.44109589041
"1480","IA-8",2011-06-18,"Culex",2011,"Weekly",99,2011.4602739726
"1495","IA-8",2011-06-25,"Culex",2011,"Weekly",82,2011.47945205479
"1511","IA-8",2011-07-02,"Culex",2011,"Weekly",157,2011.49863013699
"1526","IA-8",2011-07-09,"Culex",2011,"Weekly",121,2011.51780821918
"1544","IA-8",2011-07-16,"Culex",2011,"Weekly",33,2011.53698630137
"1561","IA-8",2011-07-23,"Culex",2011,"Weekly",21,2011.55616438356
"1579","IA-8",2011-07-30,"Culex",2011,"Weekly",72,2011.57534246575
"1597","IA-8",2011-08-06,"Culex",2011,"Weekly",33,2011.59452054795
"1613","IA-8",2011-08-13,"Culex",2011,"Weekly",12,2011.61369863014
"1626","IA-8",2011-08-20,"Culex",2011,"Weekly",18,2011.63287671233
"1642","IA-8",2011-08-27,"Culex",2011,"Weekly",47,2011.65205479452
"1667","IA-8",2011-09-10,"Culex",2011,"Weekly",33,2011.6904109589
"1680","IA-8",2011-09-17,"Culex",2011,"Weekly",76,2011.7095890411
"1691","IA-8",2011-09-24,"Culex",2011,"Weekly",58,2011.72876712329
"1701","IA-8",2011-10-01,"Culex",2011,"Weekly",65,2011.74794520548
"1707","IA-8",2011-10-08,"Culex",2011,"Weekly",45,2011.76712328767
"1747","IA-8",2012-05-12,"Culex",2012,"Weekly",39,2012.3606557377
"1752","IA-8",2012-05-19,"Culex",2012,"Weekly",209,2012.37978142077
"1758","IA-8",2012-05-26,"Culex",2012,"Weekly",130,2012.39890710383
"1768","IA-8",2012-06-02,"Culex",2012,"Weekly",73,2012.41803278689
"1780","IA-8",2012-06-09,"Culex",2012,"Weekly",73,2012.43715846995
"1794","IA-8",2012-06-16,"Culex",2012,"Weekly",50,2012.45628415301
"1810","IA-8",2012-06-23,"Culex",2012,"Weekly",34,2012.47540983607
"1827","IA-8",2012-06-30,"Culex",2012,"Weekly",36,2012.49453551913
"1841","IA-8",2012-07-07,"Culex",2012,"Weekly",32,2012.51366120219
"1859","IA-8",2012-07-14,"Culex",2012,"Weekly",74,2012.53278688525
"1877","IA-8",2012-07-21,"Culex",2012,"Weekly",58,2012.55191256831
"1896","IA-8",2012-07-28,"Culex",2012,"Weekly",39,2012.57103825137
"1915","IA-8",2012-08-04,"Culex",2012,"Weekly",21,2012.59016393443
"1931","IA-8",2012-08-11,"Culex",2012,"Weekly",11,2012.60928961749
"1948","IA-8",2012-08-18,"Culex",2012,"Weekly",24,2012.62841530055
"1966","IA-8",2012-08-25,"Culex",2012,"Weekly",30,2012.64754098361
"1984","IA-8",2012-09-01,"Culex",2012,"Weekly",15,2012.66666666667
"1997","IA-8",2012-09-08,"Culex",2012,"Weekly",29,2012.68579234973
"2010","IA-8",2012-09-15,"Culex",2012,"Weekly",36,2012.70491803279
"2020","IA-8",2012-09-22,"Culex",2012,"Weekly",8,2012.72404371585
"2030","IA-8",2012-09-29,"Culex",2012,"Weekly",5,2012.74316939891
"2038","IA-8",2012-10-06,"Culex",2012,"Weekly",3,2012.76229508197
"2076","IA-8",2013-05-11,"Culex",2013,"Weekly",0,2013.35616438356
"2080","IA-8",2013-05-18,"Culex",2013,"Weekly",18,2013.37534246575
"2086","IA-8",2013-05-25,"Culex",2013,"Weekly",13,2013.39452054795
"2095","IA-8",2013-06-01,"Culex",2013,"Weekly",82,2013.41369863014
"2109","IA-8",2013-06-08,"Culex",2013,"Weekly",168,2013.43287671233
"2125","IA-8",2013-06-15,"Culex",2013,"Weekly",354,2013.45205479452
"2141","IA-8",2013-06-22,"Culex",2013,"Weekly",1109,2013.47123287671
"2157","IA-8",2013-06-29,"Culex",2013,"Weekly",563,2013.4904109589
"2172","IA-8",2013-07-06,"Culex",2013,"Weekly",704,2013.5095890411
"2190","IA-8",2013-07-13,"Culex",2013,"Weekly",404,2013.52876712329
"2210","IA-8",2013-07-20,"Culex",2013,"Weekly",288,2013.54794520548
"2231","IA-8",2013-07-27,"Culex",2013,"Weekly",132,2013.56712328767
"2249","IA-8",2013-08-03,"Culex",2013,"Weekly",153,2013.58630136986
"2268","IA-8",2013-08-10,"Culex",2013,"Weekly",185,2013.60547945205
"2287","IA-8",2013-08-17,"Culex",2013,"Weekly",76,2013.62465753425
"2304","IA-8",2013-08-24,"Culex",2013,"Weekly",47,2013.64383561644
"2321","IA-8",2013-08-31,"Culex",2013,"Weekly",74,2013.66301369863
"2332","IA-8",2013-09-07,"Culex",2013,"Weekly",105,2013.68219178082
"2342","IA-8",2013-09-14,"Culex",2013,"Weekly",138,2013.70136986301
"2354","IA-8",2013-09-21,"Culex",2013,"Weekly",82,2013.72054794521
"2364","IA-8",2013-09-28,"Culex",2013,"Weekly",61,2013.7397260274
"2372","IA-8",2013-10-05,"Culex",2013,"Weekly",21,2013.75890410959
"2392","IA-8",2014-05-10,"Culex",2014,"Weekly",46,2014.35342465753
"2396","IA-8",2014-05-17,"Culex",2014,"Weekly",10,2014.37260273973
"2401","IA-8",2014-05-24,"Culex",2014,"Weekly",114,2014.39178082192
"2408","IA-8",2014-05-31,"Culex",2014,"Weekly",257,2014.41095890411
"2422","IA-8",2014-06-07,"Culex",2014,"Weekly",451,2014.4301369863
"2435","IA-8",2014-06-14,"Culex",2014,"Weekly",374,2014.44931506849
"2449","IA-8",2014-06-21,"Culex",2014,"Weekly",273,2014.46849315068
"2465","IA-8",2014-06-28,"Culex",2014,"Weekly",330,2014.48767123288
"2480","IA-8",2014-07-05,"Culex",2014,"Weekly",252,2014.50684931507
"2495","IA-8",2014-07-12,"Culex",2014,"Weekly",412,2014.52602739726
"2510","IA-8",2014-07-19,"Culex",2014,"Weekly",625,2014.54520547945
"2529","IA-8",2014-07-26,"Culex",2014,"Weekly",479,2014.56438356164
"2545","IA-8",2014-08-02,"Culex",2014,"Weekly",466,2014.58356164384
"2562","IA-8",2014-08-09,"Culex",2014,"Weekly",148,2014.60273972603
